PKey,SOL,geometry
1023,72,78.117497107,24.3443441996 78.117497107,24.3084115883 78.1444465656,24.3084115883 78.1444465656,24.3443441996 78.117497107,24.3443441996
1023,20,79.1056439196,24.326377894 79.1056439196,24.3084115883 79.1236102252,24.3084115883 79.1236102252,24.326377894 79.1056439196,24.326377894
1023,19,78.512755832,24.3173947411 78.512755832,24.2994284354 78.5307221377,24.2994284354 78.5307221377,24.3173947411 78.512755832,24.3173947411
1023,571,78.1264802599,24.2814621298 78.1264802599,24.209596907 78.1983454826,24.209596907 78.1983454826,24.2814621298 78.1264802599,24.2814621298
1023,48,78.2432612468,24.2275632127 78.2432612468,24.209596907 78.2612275525,24.209596907 78.2612275525,24.2275632127 78.2432612468,24.2275632127
1023,88,78.1713960241,24.2006137542 78.1713960241,24.1646811428 78.2163117883,24.1646811428 78.2163117883,24.2006137542 78.1713960241,24.2006137542
1023,14,78.0725813428,24.0658664616 78.0725813428,24.0568833087 78.0815644957,24.0568833087 78.0815644957,24.0658664616 78.0725813428,24.0658664616
1023,52,78.3061433167,24.0568833087 78.3061433167,24.038917003 78.3420759281,24.038917003 78.3420759281,24.0568833087 78.3061433167,24.0568833087
1023,25,78.9439471684,24.0568833087 78.9439471684,24.038917003 78.9708966269,24.038917003 78.9708966269,24.0568833087 78.9439471684,24.0568833087
1023,14,78.85411564,23.9490854746 78.85411564,23.9401023218 78.8630987929,23.9401023218 78.8630987929,23.9490854746 78.85411564,23.9490854746
1023,17,79.0427618497,23.9041697104 79.0427618497,23.8951865576 79.0517450025,23.8951865576 79.0517450025,23.9041697104 79.0427618497,23.9041697104
1023,46,78.5936042076,23.8951865576 78.5936042076,23.8772202519 78.6025873605,23.8772202519 78.6025873605,23.8951865576 78.5936042076,23.8951865576
1023,16,78.7642841116,23.8862034047 78.7642841116,23.8772202519 78.7822504173,23.8772202519 78.7822504173,23.8862034047 78.7642841116,23.8862034047
1023,565,78.7014020417,23.8951865576 78.7014020417,23.8053550292 78.8271661815,23.8053550292 78.8271661815,23.8951865576 78.7014020417,23.8951865576
1023,14,78.3869916923,23.8053550292 78.3869916923,23.7873887235 78.3959748451,23.7873887235 78.3959748451,23.8053550292 78.3869916923,23.8053550292
1023,39,79.1325933781,23.7963718763 79.1325933781,23.7784055706 79.1595428366,23.7784055706 79.1595428366,23.7963718763 79.1325933781,23.7963718763
1023,16,78.8451324872,23.7514561121 78.8451324872,23.7424729593 78.8630987929,23.7424729593 78.8630987929,23.7514561121 78.8451324872,23.7514561121
1023,20,79.0068292383,23.4011131513 79.0068292383,23.3831468456 79.024795544,23.3831468456 79.024795544,23.4011131513 79.0068292383,23.4011131513
1024,13,70.4369014278,22.9699218149 70.4369014278,22.9609386621 70.4458845807,22.9609386621 70.4458845807,22.9699218149 70.4369014278,22.9699218149
1024,17,70.4099519693,22.5746630899 70.4099519693,22.5566967842 70.4189351221,22.5566967842 70.4189351221,22.5746630899 70.4099519693,22.5746630899
1024,41,69.0534958903,22.4848315615 69.0534958903,22.457882103 69.0804453488,22.457882103 69.0804453488,22.4848315615 69.0534958903,22.4848315615
1024,40,69.6643502835,22.457882103 69.6643502835,22.4399157973 69.6733334363,22.4399157973 69.6733334363,22.457882103 69.6643502835,22.457882103
1024,127,68.9995969732,22.4309326445 68.9995969732,22.4039831859 69.0355295846,22.4039831859 69.0355295846,22.4309326445 68.9995969732,22.4309326445
1024,1457,69.9787606329,22.5477136314 69.9787606329,22.4039831859 70.1224910784,22.4039831859 70.1224910784,22.5477136314 69.9787606329,22.5477136314
1024,16,69.9428280215,22.3590674217 69.9428280215,22.3411011161 69.9607943272,22.3411011161 69.9607943272,22.3590674217 69.9428280215,22.3590674217
1024,22,69.5924850607,22.3231348104 69.5924850607,22.3141516575 69.6014682136,22.3141516575 69.6014682136,22.3231348104 69.5924850607,22.3231348104
1024,9420,69.6733334363,22.4758484087 69.6733334363,22.287202199 69.9428280215,22.287202199 69.9428280215,22.4758484087 69.6733334363,22.4758484087
1024,49,68.9456980562,22.2512695876 68.9456980562,22.233303282 68.9726475147,22.233303282 68.9726475147,22.2512695876 68.9456980562,22.2512695876
1024,47,69.6553671306,22.2602527405 69.6553671306,22.233303282 69.7002828948,22.233303282 69.7002828948,22.2602527405 69.6553671306,22.2602527405
1024,41,69.6284176721,22.2243201291 69.6284176721,22.2063538234 69.6643502835,22.2063538234 69.6643502835,22.2243201291 69.6284176721,22.2243201291
1024,12,69.9518111744,22.2063538234 69.9518111744,22.1883875178 69.9607943272,22.1883875178 69.9607943272,22.2063538234 69.9518111744,22.2063538234
1024,13,70.1584236897,22.1344886007 70.1584236897,22.1255054479 70.1674068426,22.1255054479 70.1674068426,22.1344886007 70.1584236897,22.1344886007
1024,97,69.2511252528,22.0356739195 69.2511252528,22.0177076138 69.2690915585,22.0177076138 69.2690915585,22.0356739195 69.2511252528,22.0356739195
1024,27,69.7631649647,21.9368592382 69.7631649647,21.9278760854 69.7901144232,21.9278760854 69.7901144232,21.9368592382 69.7631649647,21.9368592382
1024,17,70.0236763971,21.9099097797 70.0236763971,21.9009266268 70.0416427028,21.9009266268 70.0416427028,21.9099097797 70.0236763971,21.9099097797
1024,74,69.691299742,21.9009266268 69.691299742,21.8649940155 69.7182492005,21.8649940155 69.7182492005,21.9009266268 69.691299742,21.9009266268
1027,20,79.6715825486,21.5595668189 79.6715825486,21.5416005132 79.6895488542,21.5416005132 79.6895488542,21.5595668189 79.6715825486,21.5595668189
1027,13,79.7344646184,21.3978700677 79.7344646184,21.379903762 79.7434477713,21.379903762 79.7434477713,21.3978700677 79.7344646184,21.3978700677
1027,24,79.6266667844,21.2451564694 79.6266667844,21.2361733166 79.64463309,21.2361733166 79.64463309,21.2451564694 79.6266667844,21.2451564694
1027,72,79.6266667844,21.1912575524 79.6266667844,21.155324941 79.6625993957,21.155324941 79.6625993957,21.1912575524 79.6266667844,21.1912575524
1027,29,79.5278521031,21.1193923296 79.5278521031,21.101426024 79.5637847145,21.101426024 79.5637847145,21.1193923296 79.5278521031,21.1193923296
1027,12,79.815312994,21.0744765654 79.815312994,21.0654934126 79.8332792997,21.0654934126 79.8332792997,21.0744765654 79.815312994,21.0744765654
1028,102,80.7585440423,17.9663056824 80.7585440423,17.9393562239 80.8124429594,17.9393562239 80.8124429594,17.9663056824 80.7585440423,17.9663056824
1028,12,80.7854935009,17.930373071 80.7854935009,17.9213899182 80.7944766537,17.9213899182 80.7944766537,17.930373071 80.7854935009,17.930373071
1028,31,80.8393924179,17.8854573068 80.8393924179,17.876474154 80.8573587236,17.876474154 80.8573587236,17.8854573068 80.8393924179,17.8854573068
1028,129,80.8483755708,17.7147774028 80.8483755708,17.6608784858 80.9022744878,17.6608784858 80.9022744878,17.7147774028 80.8483755708,17.7147774028
1028,42,80.3093864003,17.6069795687 80.3093864003,17.5710469574 80.3363358588,17.5710469574 80.3363358588,17.6069795687 80.3093864003,17.6069795687
1028,268,80.6597293611,17.6339290273 80.6597293611,17.5710469574 80.7136282781,17.5710469574 80.7136282781,17.6339290273 80.6597293611,17.6339290273
1028,107,80.5968472912,17.5710469574 80.5968472912,17.5081648875 80.6417630554,17.5081648875 80.6417630554,17.5710469574 80.5968472912,17.5710469574
1028,41,80.6417630554,17.481215429 80.6417630554,17.4542659704 80.6597293611,17.4542659704 80.6597293611,17.481215429 80.6417630554,17.481215429
1028,360,80.1117570378,17.2835860665 80.1117570378,17.2207039966 80.1836222605,17.2207039966 80.1836222605,17.2835860665 80.1117570378,17.2835860665
1028,19,80.3363358588,17.2027376909 80.3363358588,17.193754538 80.3632853173,17.193754538 80.3632853173,17.2027376909 80.3363358588,17.2027376909
1028,81,80.7854935009,17.2207039966 80.7854935009,17.193754538 80.8393924179,17.193754538 80.8393924179,17.2207039966 80.7854935009,17.2207039966
1028,15,80.3543021645,16.9332431057 80.3543021645,16.9152768 80.3632853173,16.9152768 80.3632853173,16.9332431057 80.3543021645,16.9332431057
1029,33,75.2069555865,15.0018652448 75.2069555865,14.9838989391 75.233905045,14.9838989391 75.233905045,15.0018652448 75.2069555865,15.0018652448
1029,32,75.3237365734,14.9838989391 75.3237365734,14.9659326334 75.3417028791,14.9659326334 75.3417028791,14.9838989391 75.3237365734,14.9838989391
1029,29,75.2518713507,14.9389831749 75.2518713507,14.9210168692 75.2698376564,14.9210168692 75.2698376564,14.9389831749 75.2518713507,14.9389831749
1029,124,75.3776354905,14.8132190351 75.3776354905,14.7862695766 75.4135681018,14.7862695766 75.4135681018,14.8132190351 75.3776354905,14.8132190351
1029,62,75.1171240581,14.7862695766 75.1171240581,14.7593201181 75.1350903638,14.7593201181 75.1350903638,14.7862695766 75.1171240581,14.7862695766
1029,20,75.1530566694,14.7323706596 75.1530566694,14.7233875067 75.1620398223,14.7233875067 75.1620398223,14.7323706596 75.1530566694,14.7323706596
1029,35,75.4764501717,14.6874548954 75.4764501717,14.6694885897 75.4854333246,14.6694885897 75.4854333246,14.6874548954 75.4764501717,14.6874548954
1029,227,75.6022143115,14.6335559783 75.6022143115,14.6066065198 75.6561132285,14.6066065198 75.6561132285,14.6335559783 75.6022143115,14.6335559783
1029,96,75.7639110626,14.5437244499 75.7639110626,14.5167749914 75.799843674,14.5167749914 75.799843674,14.5437244499 75.7639110626,14.5437244499
1029,24,75.3686523376,14.4718592272 75.3686523376,14.4538929215 75.3956017962,14.4538929215 75.3956017962,14.4718592272 75.3686523376,14.4718592272
1029,18,75.4944164774,14.426943463 75.4944164774,14.4179603101 75.5123827831,14.4179603101 75.5123827831,14.426943463 75.4944164774,14.426943463
103,93,75.6561132285,32.4022322982 75.6561132285,32.3662996868 75.6920458399,32.3662996868 75.6920458399,32.4022322982 75.6561132285,32.4022322982
103,83,75.5572985473,32.3842659925 75.5572985473,32.357316534 75.6111974643,32.357316534 75.6111974643,32.3842659925 75.5572985473,32.3842659925
103,231,75.6830626871,32.3393502283 75.6830626871,32.2674850056 75.7549279098,32.2674850056 75.7549279098,32.3393502283 75.6830626871,32.3393502283
103,499,75.5662817001,32.3393502283 75.5662817001,32.2315523942 75.6920458399,32.2315523942 75.6920458399,32.3393502283 75.5662817001,32.3393502283
103,14,75.6201806172,32.2315523942 75.6201806172,32.2225692414 75.62916377,32.2225692414 75.62916377,32.2315523942 75.6201806172,32.2315523942
103,30,75.458483866,32.1417208658 75.458483866,32.1237545601 75.4764501717,32.1237545601 75.4764501717,32.1417208658 75.458483866,32.1417208658
103,129,75.3686523376,32.0608724902 75.3686523376,32.0249398789 75.4315344075,32.0249398789 75.4315344075,32.0608724902 75.3686523376,32.0608724902
103,32,75.4315344075,31.9979904203 75.4315344075,31.9710409618 75.458483866,31.9710409618 75.458483866,31.9979904203 75.4315344075,31.9979904203
103,24,75.3057702677,31.9710409618 75.3057702677,31.9440915033 75.3327197263,31.9440915033 75.3327197263,31.9710409618 75.3057702677,31.9710409618
103,31,74.9374610013,31.8812094334 74.9374610013,31.8632431277 74.9644104598,31.8632431277 74.9644104598,31.8812094334 74.9374610013,31.8812094334
103,30,75.3596691848,31.8362936692 75.3596691848,31.8093442107 75.3776354905,31.8093442107 75.3776354905,31.8362936692 75.3596691848,31.8362936692
103,211,75.1620398223,31.845276822 75.1620398223,31.791377905 75.233905045,31.791377905 75.233905045,31.845276822 75.1620398223,31.845276822
103,15,75.0991577524,31.7823947521 75.0991577524,31.7734115993 75.1171240581,31.7734115993 75.1171240581,31.7823947521 75.0991577524,31.7823947521
1032,12,76.6712094996,9.71977137417 76.6712094996,9.71078822133 76.6891758053,9.71078822133 76.6891758053,9.71977137417 76.6712094996,9.71977137417
1032,58,76.5005295956,9.61197354008 76.5005295956,9.58502408156 76.5454453598,9.58502408156 76.5454453598,9.61197354008 76.5005295956,9.61197354008
104,3062,76.6981589581,30.7942479396 76.6981589581,30.6684837998 76.8418894036,30.6684837998 76.8418894036,30.7942479396 76.6981589581,30.7942479396
105,32,78.1983454826,30.8211973981 78.1983454826,30.8122142453 78.2163117883,30.8122142453 78.2163117883,30.8211973981 78.1983454826,30.8211973981
106,39,76.7969736394,30.9289952322 76.7969736394,30.9110289266 76.8239230979,30.9110289266 76.8239230979,30.9289952322 76.7969736394,30.9289952322
106,42,76.9137546263,30.8481468567 76.9137546263,30.830180551 76.9407040848,30.830180551 76.9407040848,30.8481468567 76.9137546263,30.8481468567
106,1536,76.8239230979,30.8211973981 76.8239230979,30.6325511885 76.931720932,30.6325511885 76.931720932,30.8211973981 76.8239230979,30.8211973981
106,37,76.9047714735,30.6505174942 76.9047714735,30.6235680356 76.931720932,30.6235680356 76.931720932,30.6505174942 76.9047714735,30.6505174942
106,40,76.931720932,30.60560173 76.931720932,30.5786522714 76.9496872377,30.5786522714 76.9496872377,30.60560173 76.931720932,30.60560173
106,14,76.931720932,30.5696691186 76.931720932,30.5517028129 76.9496872377,30.5517028129 76.9496872377,30.5696691186 76.931720932,30.5696691186
107,12580,76.9407040848,28.8808363844 76.9407040848,28.6742238691 77.2191818229,28.6742238691 77.2191818229,28.8808363844 76.9407040848,28.8808363844
108,30,74.1649098569,29.922882114 74.1649098569,29.9049158083 74.1828761626,29.9049158083 74.1828761626,29.922882114 74.1649098569,29.922882114
108,396,73.8415163546,29.9588147254 73.8415163546,29.8600000441 73.931347883,29.8600000441 73.931347883,29.9588147254 73.8415163546,29.9588147254
108,33,73.9582973416,29.868983197 73.9582973416,29.8510168913 73.9852468001,29.8510168913 73.9852468001,29.868983197 73.9582973416,29.868983197
108,27,73.4372744768,29.8510168913 73.4372744768,29.8330505856 73.4642239353,29.8330505856 73.4642239353,29.8510168913 73.4372744768,29.8510168913
108,25,73.6169375336,29.7162695987 73.6169375336,29.698303293 73.6349038393,29.698303293 73.6349038393,29.7162695987 73.6169375336,29.7162695987
108,36,73.4372744768,29.5455896947 73.4372744768,29.527623389 73.4462576296,29.527623389 73.4462576296,29.5455896947 73.4372744768,29.5455896947
108,154,73.8684658131,29.3389771793 73.8684658131,29.303044568 73.9223647302,29.303044568 73.9223647302,29.3389771793 73.8684658131,29.3389771793
108,26,73.5001565467,29.2491456509 73.5001565467,29.2401624981 73.5181228523,29.2401624981 73.5181228523,29.2491456509 73.5001565467,29.2491456509
108,49,73.1857461972,29.2042298867 73.1857461972,29.1772804282 73.2126956557,29.1772804282 73.2126956557,29.2042298867 73.1857461972,29.2042298867
108,270,73.9762636472,29.2042298867 73.9762636472,29.1503309697 74.0301625643,29.1503309697 74.0301625643,29.2042298867 73.9762636472,29.2042298867
108,19,73.0689652103,29.0335499827 73.0689652103,29.0155836771 73.0779483631,29.0155836771 73.0779483631,29.0335499827 73.0689652103,29.0335499827
108,12,72.8803190006,28.8538869259 72.8803190006,28.8449037731 72.8893021535,28.8449037731 72.8893021535,28.8538869259 72.8803190006,28.8538869259
109,18,77.6054573951,30.1744103936 77.6054573951,30.1654272407 77.6144405479,30.1654272407 77.6144405479,30.1744103936 77.6054573951,30.1744103936
109,43,77.3898617269,30.0306799481 77.3898617269,29.9947473368 77.4257943383,29.9947473368 77.4257943383,30.0306799481 77.3898617269,30.0306799481
109,14,77.4257943383,30.0127136424 77.4257943383,29.9857641839 77.4437606439,29.9857641839 77.4437606439,30.0127136424 77.4257943383,30.0127136424
109,15,77.2910470456,29.922882114 77.2910470456,29.922882114 77.3090133513,29.922882114 77.3090133513,29.922882114 77.2910470456,29.922882114
109,1478,77.4617269496,30.0127136424 77.4617269496,29.9049158083 77.668339465,29.9049158083 77.668339465,30.0127136424 77.4617269496,30.0127136424
109,30,77.4886764081,29.8959326555 77.4886764081,29.8779663498 77.5156258667,29.8779663498 77.5156258667,29.8959326555 77.4886764081,29.8959326555
109,58,77.2461312814,29.7971179742 77.2461312814,29.7791516686 77.27308074,29.7791516686 77.27308074,29.7971179742 77.2461312814,29.7971179742
109,14,77.4078280326,29.7162695987 77.4078280326,29.7072864458 77.4257943383,29.7072864458 77.4257943383,29.7162695987 77.4078280326,29.7162695987
109,76,77.6593563121,29.7072864458 77.6593563121,29.6803369873 77.6863057707,29.6803369873 77.6863057707,29.7072864458 77.6593563121,29.7072864458
110,12,83.8936643839,27.4435319299 83.8936643839,27.4255656242 83.9116306896,27.4255656242 83.9116306896,27.4435319299 83.8936643839,27.4435319299
110,35,84.3158725675,27.1740373446 84.3158725675,27.1470878861 84.3338388731,27.1470878861 84.3338388731,27.1740373446 84.3158725675,27.1740373446
110,23,84.4506198601,27.1201384276 84.4506198601,27.1021721219 84.4685861658,27.1021721219 84.4685861658,27.1201384276 84.4506198601,27.1201384276
110,130,84.4775693186,26.814711231 84.4775693186,26.7877617724 84.5404513885,26.7877617724 84.5404513885,26.814711231 84.4775693186,26.814711231
