,PKey,avg_rad,cf_cvg,centroid
1058,702,11.460136531308612,8.0,[77.04401035 29.43330031]
1059,702,3.7363567576592724,6.709961586199785,[76.87333045 29.37041821]
1060,702,4.5767956264819,11.005064943213908,[76.9451957  29.33894794]
1061,703,6.338720933775085,7.659529537254904,[77.04401035 29.25363726]
1062,703,1.1778483624516112,9.575104752941192,[77.08443455 29.41533424]
1063,703,4.655551091350239,10.0,[77.08443455 29.34346898]
1064,703,3.148570787405274,8.0,[76.80595675 29.29406149]
1065,703,3.6380302370176,10.0,[76.81044835 29.39736773]
1066,703,5.400586824464503,8.337330391619755,[76.9002799  29.31651938]
1067,703,5.4713480528396605,9.267339204936174,[77.0664682  28.66079404]
1068,703,3.663894289857419,9.667985442680477,[77.06646825 27.09768078]
1069,703,5.632100861581526,8.739700750841838,[77.1473166  27.11564708]
1070,703,5.764468675627811,7.878527747278196,[77.17426605 27.0213238 ]
1071,703,4.7875924650101425,8.596529281842203,[77.20121555 27.21446129]
1072,703,5.881904694150916,10.0,[77.4707101  27.21447064]
1073,703,5.301709573743572,9.91093129196199,[77.5291006  27.28183488]
1074,703,7.93368106528043,7.97858685311055,[76.9990946  27.72650126]
1075,703,4.714769235920748,9.0,[77.0170609  27.13361316]
1076,703,7.3054921632597125,9.163372106468634,[77.0350272  26.96293326]
1077,705,6.2114426857627905,6.369919183806567,[77.04850195 26.9943743 ]
1078,706,5.372191618502527,8.816849099748044,[77.40333645 27.09768056]
1079,706,5.613653163621949,9.20305513335092,[77.29104705 26.91801715]
1080,706,5.425786372696374,8.424691268787184,[77.0709598  27.58277081]
1081,706,6.5478582271715835,8.49543292478377,[77.64139005 26.9674249 ]
1082,706,8.336417297821253,9.164351119825152,[77.26858915 27.65014486]
1083,706,2.2530457149294074,7.262878584426178,[77.37189545 27.31776779]
1084,706,3.391451490627274,7.993341281295099,[77.31350495 27.47946495]
1085,706,5.953328800411036,8.589026542009162,[77.09341765 27.10666393]
1086,706,5.636463812537221,8.399044090481706,[77.04850195 27.04378188]
1087,706,3.576225594823731,7.466465812161147,[77.02155245 27.08869763]
1088,707,41.80986316339514,9.892886295699892,[77.12935025 27.15157968]
1089,708,6.109159732213144,9.991087463922673,[77.0350272  27.79836646]
1090,708,3.448559042354834,8.760229650123758,[77.09341765 27.42556569]
1091,708,7.633109236422055,10.702912250980438,[77.76715415 28.76405544]
1092,708,11.31097310325178,10.068214172174349,[77.46172695 29.05151629]
1093,708,6.09167594844783,9.156018959044284,[77.5291006  28.94371826]
1094,708,5.190065981266763,8.989426891383085,[77.69079735 29.01555804]
1095,708,2.884308751537505,9.569770768605327,[77.99622455 29.15931456]
1096,708,2.4356978456604557,9.451164728380643,[77.80308675 29.05151629]
1097,708,6.37188936529815,10.0,[77.91537615 29.10092374]
1098,708,4.923049733197094,10.969611788451648,[77.71325525 29.19524679]
1099,708,3.253887175678224,11.0,[77.92435935 28.98863466]
1100,708,5.573426323612757,8.178156186077944,[77.82554465 28.88532804]
1101,708,3.694606813804994,10.917049053611134,[77.45274375 29.10990703]
1102,708,3.4068008438271202,10.940868266666774,[77.6054574  29.14584001]
1103,708,8.268440707345219,9.164500460135544,[77.92435935 28.87185366]
1104,708,5.565102527350213,9.803676060530528,[87.4554845  26.13648331]
1105,708,4.4397773870752,9.896755425805653,[87.25336355 26.3071637 ]
1106,708,3.063915553660515,10.432194983846411,[87.2578551  26.40148604]
1107,708,4.621816388860357,8.090932044926907,[94.80819505 26.2397895 ]
1108,708,2.5646883061608667,8.38271563416736,[92.34231965 25.24715106]
1109,708,1.6424969402783927,10.032895526134157,[92.36028595 25.35944084]
1110,708,10.069584201175607,8.078038735742162,[92.3737607  25.20672771]
1111,708,7.848466370401088,10.90875026007865,[92.58486475 26.81471165]
1112,709,5.222693303453342,6.443064470588251,[93.21368545 26.74284588]
1113,709,4.5071434511106245,7.506497254901956,[92.7824941  26.71589624]
1114,709,9.879965887657878,4.6066060111689975,[88.0573557 24.4701091]
1115,709,7.961339747542601,7.616110973851878,[88.2504935 24.1062906]
1116,709,8.743261555708454,8.10173201459554,[88.09777995 24.37129412]
1117,709,3.981268598610028,7.398946635294087,[87.90464215 24.78901088]
1118,709,9.861388682461262,7.537037960397033,[88.17862825 24.16018976]
1119,709,3.663559280088229,5.960195764705883,[88.0214231 24.5689229]
1120,709,1.9183848986995706,7.611469916563931,[88.24600195 23.94010273]
1121,709,3.058702243330257,7.383950505323823,[87.93608315 24.66324631]
1122,709,0.9838886535841987,7.579617597809074,[87.94506635 24.6857041 ]
1123,709,9.407948754137932,9.0763268763199,[88.2594767  24.24552971]
1124,709,5.366889978639961,7.909769796460339,[88.2684598  24.19162975]
1125,710,5.020391200944223,6.0704022368265225,[88.0393894  23.96256032]
1126,710,3.7155670647524466,5.071766089832194,[87.63514755 25.2381691 ]
1127,710,2.302720187323072,5.0,[87.48692555 25.2606258 ]
1128,713,3.166166815153953,9.06776833783021,[86.6919165  21.98626661]
1129,717,9.922204324176576,11.855928178942246,[86.1798768  22.26923569]
1130,717,3.5181095865172987,11.0,[85.97326425 21.76617922]
1131,717,3.538683924074899,11.955048510184497,[86.73234065 21.94135181]
1132,718,3.551492955145124,9.507782821874073,[82.16440745 22.28720256]
1133,718,3.671295263641695,8.016852827142818,[82.0655928  22.08508137]
1134,718,3.1819787654941942,10.576575456597398,[82.0431349 22.1704213]
1135,719,5.567055098044065,9.992853969000786,[82.28568005 22.13000085]
1137,719,7.087273005842519,11.386467215571884,[82.03415175 22.20186245]
1138,719,12.388919568375865,10.023922027942621,[81.71075825 22.25576135]
1139,719,7.597274541792873,8.435529243067476,[81.6972835  22.27821941]
1140,719,1.1350538582476515,12.0,[81.71974135 22.0895729 ]
1141,719,1.4172993016895272,10.0,[82.32161265 22.035674  ]
1142,719,6.485202667002076,11.944343102028304,[81.6838088  22.07160672]
1143,719,1.9989991528678044,10.763522369329234,[82.0835591  22.21084552]
1144,719,4.583992676269616,10.871309990304713,[82.2722053  21.90092652]
1145,719,7.832196234790507,11.108461364705944,[81.89940445 22.75881756]
1146,719,7.870487072652406,11.20665144916718,[81.8679634  22.13448995]
1147,719,5.086630693815131,11.996400904402696,[82.12847485 22.16593016]
1148,720,7.316318644799375,7.865163244396865,[82.26771375 21.99524957]
1149,720,2.21319820584496,8.05769863529412,[82.137458   22.21084459]
1150,721,7.170774125386109,12.0,[82.20034005 22.23779486]
1151,721,6.5447382835137855,10.0,[81.8320308  22.02219921]
1152,721,8.047723876705936,11.0,[82.02966015 21.96830026]
1153,721,7.807774670493874,11.998453081012425,[81.97126965 21.89643487]
1154,722,7.312179014267268,9.0,[82.020677   22.30067707]
1155,722,2.071385909927463,8.530028408748757,[82.33508735 22.16143841]
1156,722,2.2866533561348437,9.0,[82.05660965 21.91889282]
1157,722,9.953191883854515,8.006381025797316,[82.14644115 22.04916179]
1158,722,5.0743453787467026,9.0,[78.80021675 25.3504574 ]
1159,722,1.83174467172418,8.98468569994353,[78.74631785 25.21121867]
1160,722,4.7660975017300755,9.0,[79.14157655 24.82494311]
1161,722,6.96623994737033,8.544945273452035,[78.62953685 25.3594405 ]
1162,722,5.159325092690785,9.27387690011032,[78.83165775 24.76206112]
1163,722,4.614917109049931,8.0,[79.0472534 25.0090974]
1164,722,7.756081784188929,9.034798305882402,[78.53072215 25.35045668]
1165,722,2.253013363293453,9.0,[78.6564863  25.42681469]
1166,722,4.386871964019564,8.0,[79.2269165 25.0225728]
1167,722,4.059726299313188,8.600880430008552,[72.43565295 22.84864926]
1168,722,6.633582232091781,8.158501938835716,[72.11675105 23.10017775]
1169,722,5.75781168209318,9.0,[72.47158555 22.64203676]
1170,722,6.014824967296334,8.0,[71.97751215 22.38601721]
1171,722,5.2996753842352575,9.0,[71.70801755 22.35457636]
1172,722,7.554693265717976,9.0,[72.3278551  22.78576732]
1173,722,2.869573865217311,8.0,[72.1931078  22.64652872]
1174,722,3.136625023118126,8.0,[72.04937735 23.11814419]
1175,722,4.072754043067862,8.0,[72.17963305 23.10017775]
1176,722,5.063631284383438,8.0,[71.8876806  22.16143792]
1177,722,3.786865383889363,8.394871879819924,[72.45361925 22.73186859]
1178,722,1.203426455526952,8.0,[72.01344475 23.49543678]
1179,722,5.150415048813778,8.300609008043454,[72.04488575 23.3741637 ]
1180,723,3.6822487252703744,7.361961411764709,[72.7500633  23.01483792]
1181,723,5.368754068955538,7.59690230281735,[72.31438035 23.01036249]
1182,723,4.926219383672164,8.790420279851919,[72.35480455 22.88009011]
1183,723,2.8140309817633136,7.398861904028111,[72.529976   22.99241562]
1184,723,5.263025974303714,6.301068414861369,[72.4446361  22.70491881]
1185,723,3.8272396682358654,8.655121423075133,[72.42217825 22.96543045]
1186,723,4.787542381360245,7.649710332711101,[72.498535   22.93398962]
1187,723,4.529865601840392,6.549847699309541,[77.88393515 21.03405259]
1188,723,6.135977517941925,8.040253949428317,[77.75367945 20.91277542]
1189,724,3.3204278954959223,13.0,[78.26122755 21.47871851]
1190,724,1.0803674842072881,10.775407944188125,[77.85698565 21.03405259]
1191,724,4.094066077319241,11.0,[78.0052077  21.33498788]
1192,724,4.004704303810751,12.0,[77.5156259  21.28108713]
1193,724,4.044585950147057,11.0,[77.80757835 21.01159431]
1194,724,4.15086990163082,11.62305438670567,[77.50664275 20.95769561]
1195,724,1.2021016911241342,11.10840400868459,[77.31799655 20.93523789]
1196,724,6.345242857247759,10.311008955623024,[77.30901335 21.16879984]
1197,724,3.5211180560519755,10.130007906130388,[77.89740985 21.08345951]
1198,724,2.1386865278109046,12.0,[77.74469625 21.24066491]
1199,724,3.098789419249207,11.314421863822606,[78.48580635 16.6727317 ]
1200,724,0.44756103897392835,11.36290792706575,[78.22529495 17.1847714 ]
1201,724,0.2864264311789809,10.206813113725492,[78.1579213  16.87036096]
1202,724,1.5322484850877722,11.92448573579855,[78.0411403  16.70417271]
1203,724,3.6382183631236833,11.775859934505787,[78.1893623  16.95570146]
1205,724,5.50647313582492,13.0,[77.93783405 16.38077908]
1206,724,6.729412015999401,12.115204187557042,[78.10851395 16.38976251]
1207,724,3.3934277785290354,12.0,[78.30165175 17.09943157]
1208,724,4.7634050979914155,11.670739787415934,[78.139955   17.09493977]
1209,724,2.289072566891386,12.196287737023392,[77.493168   16.75358035]
1210,727,0.9812957247467381,7.922531930743277,[78.13097185 16.77154622]
1211,727,6.567831276946852,7.7162296124631,[77.7716457  16.38077921]
1212,727,2.56327369913337,8.584723097195205,[78.02766555 17.10841476]
1213,727,0.8790801728810408,8.0,[78.0591066  15.85975636]
1214,727,4.14302438502674,8.243120445046392,[78.00969925 16.7445995 ]
1215,727,4.673509031259414,9.816563821695953,[78.27470225 17.14883891]
1216,727,2.672847928162834,7.222473939596621,[78.0591066  16.36281302]
1217,727,4.230206725907159,9.03823705841752,[78.52623055 16.85688631]
1218,727,1.453209036786014,9.0,[78.6340284  16.40323734]
1219,727,5.61178337070441,7.945509795969154,[78.31512645 16.11128475]
1220,727,11.826695990823666,7.706837028360978,[77.99173295 16.2056078 ]
1221,727,5.949499756729266,7.758657315474239,[78.3061433  16.49306928]
1222,728,6.493056810683918,10.92017217254911,[77.7985952  16.23255744]
1223,728,2.252495985108277,10.726345399891112,[77.50664275 16.50654323]
1224,728,3.7095887306244504,12.0,[77.7716457  16.31789716]
1225,728,3.000603957901254,11.587479706956962,[77.6234237  17.11739791]
1226,728,5.06030012520764,11.98504155773533,[78.1354634  16.82993731]
1227,728,3.2402454426341833,11.772205947019325,[77.6638479  16.01696146]
1228,728,4.595063934979974,11.0,[78.19834545 17.07248288]
1229,728,2.8433875932642616,12.0,[77.82105305 15.9001806 ]
1230,728,2.348117609372216,11.710241014251736,[75.63365535 15.4420408 ]
1231,728,1.8456088103964212,11.0,[75.46297545 15.13212106]
1232,728,3.9276604315684436,9.204584059495833,[75.966032   15.73848403]
1233,728,4.981523287367751,12.464595750020738,[75.88069205 15.20847747]
1234,728,2.998113965752595,11.0,[75.37763545 15.7295007 ]
1235,728,3.8781352511838683,10.687609675100601,[75.51687435 15.28483456]
1236,728,1.2280197307728629,11.0,[75.57526485 15.23991895]
1237,728,4.36008144085411,10.939929580624844,[75.72797845 15.7025512 ]
1238,728,4.28196459642069,11.286930774540213,[78.0052077  11.61072515]
1239,728,5.113054796302317,12.0,[78.1579213  11.57030107]
1240,728,3.692507767656132,11.399217993183795,[78.13546345 11.55233459]
1241,728,5.312885785739994,10.0,[78.05012345 11.53885994]
1242,728,6.587948606324199,10.61539311037209,[77.91986775 11.82182998]
1243,728,5.5335771193026755,11.0,[78.0007161  11.56131787]
1244,728,4.069737336171269,10.23552031009121,[78.5891126  11.60174255]
1245,728,7.725949676062773,11.053431167829947,[78.49478955 11.65564092]
1246,728,4.2563412068057636,10.54728648603068,[78.7508094  11.59275876]
1247,728,11.882308227419914,11.780669674899995,[78.39148325 11.66013257]
1248,728,0.9220555071218887,9.985116890314181,[77.83003625 11.46250309]
1249,728,5.6624353625884725,12.0,[77.7132552 11.4535203]
1250,728,5.395778424876522,11.577782696841563,[78.31512645 11.66911559]
1251,728,4.102352739664839,11.565777002522,[78.139955   11.66914383]
1252,728,3.623549808353543,11.225136941176562,[77.9647835  11.70055689]
1253,729,6.683137121615335,10.369717213686156,[77.8704604  11.44902839]
1254,729,6.035162542059336,10.251255264592814,[77.874952   11.48496124]
1255,729,7.721886610547627,12.0,[77.87944355 11.70055665]
1256,729,6.402780011346842,12.0,[77.82554465 11.80386409]
1257,729,5.647224797475723,8.930605760180711,[77.8345278  11.58826737]
1258,729,3.387482798365915,10.073952666036874,[74.42542125 34.22581236]
1259,729,3.880262851045734,10.0,[74.7667811  34.09107168]
1260,729,4.938474740009303,10.991851668543227,[74.4613539  34.28869534]
1261,733,4.862859521115093,11.307181815697112,[74.38050555 34.05962425]
1262,733,3.4422596769705374,10.866475789676663,[74.64101695 34.2392873 ]
1263,733,3.79969151650879,11.017315392581224,[74.35355605 34.21233983]
1264,733,3.98817302253257,11.0,[76.84638095 31.40510499]
1265,733,5.396476659329199,10.821927765494308,[76.8823136  31.32874618]
1266,733,3.110659006447165,11.608267269538073,[75.26983765 30.6011123 ]
1267,733,4.618906057025012,9.772096088549997,[75.23390505 30.94246963]
1268,733,2.601694601680401,10.901989082010417,[75.1305988  30.94696135]
1269,733,3.5858441648893327,9.701409406551415,[75.3731439  30.56517756]
1270,733,3.856856177534216,10.983256433732569,[75.28780395 30.68645018]
1271,733,3.5477201698237932,11.0,[75.0901746  30.69543421]
1272,733,4.375915908813941,10.119790963398339,[75.17551455 30.82119919]
1273,733,3.1674938457151223,11.147446536757585,[77.04401035 28.86736174]
1274,733,5.465935825159353,10.8252769324332,[77.21019865 28.99312551]
1275,733,4.27417701391541,10.250719003657256,[76.88680515 29.03354999]
1276,733,4.3007098229604255,11.453311315013096,[76.79697365 29.15931419]
1277,733,3.90385266289227,10.19697583844829,[77.0709598 29.0245057]
1278,733,3.742916184523825,10.781867009940553,[77.00358615 29.21770483]
1279,733,4.553565207935982,10.347916937432734,[76.98561985 28.83592224]
1280,733,3.706771918080421,10.36775811896485,[76.69366735 29.14135042]
1281,801,5.796091339750004,6.581071811764723,[76.90926305 28.88981996]
1282,801,4.240477744617484,5.2979924392155,[77.0350272  28.84041221]
1283,801,1.5841000967535845,4.050308715567547,[77.02604405 28.57999693]
1284,801,5.626689248425986,5.836315912061712,[77.874952   26.71140658]
1285,801,0.8085022893429984,4.505286317518425,[77.60994895 26.65301485]
1286,801,2.3150260616806606,5.151424635377559,[78.16241285 26.9045428 ]
1287,802,4.771217947939114,8.166331075205157,[77.36740385 26.51826755]
1288,802,12.213786928703605,8.026784859739209,[77.1697745  29.21770461]
1289,803,3.2533614573146137,8.790629576954236,[77.30901335 28.80897119]
1290,803,4.3077471205621665,8.056495784572231,[77.2236734  28.95270123]
1291,803,2.793858308278223,8.603208735454213,[77.36291225 29.20422989]
1292,803,2.4660102321542303,9.629297034215694,[77.2236734  29.13685626]
1293,803,4.037930578550044,9.9783469176471,[77.38986175 28.99312603]
1294,803,4.176417948447344,9.003163357656648,[77.21469025 28.98863406]
1295,803,4.935170483668729,9.090765320207849,[77.23714815 29.05600808]
1296,806,3.1121131819915258,7.143330027897144,[77.2640976  29.10092426]
1298,806,2.979682445464502,6.453364231485123,[87.81930215 24.29493706]
1299,806,5.534026119906147,8.482671686274504,[87.6800633  23.94908583]
1300,806,4.221525955160852,9.0415912156863,[87.51836655 23.90866038]
1301,806,5.006495658050625,7.391337360788482,[87.7968443  24.11976521]
1302,806,9.424199976482571,8.018796354670696,[87.778878   24.17815702]
1303,806,5.066242077798916,7.533121711713146,[87.3746361  23.80086357]
1304,806,6.319944195886001,8.467340004395103,[87.4509929  23.83679662]
1305,806,2.321493220597836,8.225166711982094,[87.693538   23.67060855]
1306,806,2.5905617973967496,6.30273702385674,[87.84176005 24.6407897 ]
1307,807,25.317313282332695,9.293062957958407,[87.01531   21.4427862]
1308,808,7.228424907851612,9.213233179756424,[86.8895459  21.50568229]
1309,808,7.840303153924794,9.804379588180316,[81.40533105 22.2243202 ]
1310,808,3.832003055954973,10.019966499128932,[81.23015955 22.00872429]
1311,808,5.472959568503662,8.466079143311303,[79.57725945 24.91028261]
1312,809,3.6854250489996936,8.643914775026067,[79.4380206  25.06748859]
1313,809,4.097752855646917,9.74022110881692,[79.67158255 25.0450302 ]
1314,809,5.9666502217378845,5.854401008462179,[79.72548145 25.02257247]
1315,809,2.453557365383966,8.125992093869613,[79.2987817 24.5689229]
1316,809,3.548777319324873,5.906625302450721,[79.90514455 24.8923166 ]
1317,809,2.4785423450406467,6.022738532973584,[79.33920585 25.18426922]
1318,809,4.705590718221578,6.445326864262414,[79.92311085 24.856384  ]
1319,809,2.11120290985287,7.219796430966357,[71.18250315 23.01483963]
1320,809,8.3772969688718,7.188910913585845,[71.35318305 22.7408516 ]
1321,809,3.6279851551849402,7.77222128243417,[71.0522474  22.84864926]
1322,819,3.698861427349164,11.0,[71.47894715 22.54322225]
1323,819,7.645890484942372,10.9689311223193,[71.48343875 22.52076402]
1324,819,6.556722764445005,10.556426428859139,[71.7798828  23.07322806]
1325,819,4.6236450884424,10.0,[71.6406439  22.72738115]
1326,819,8.371555816964037,11.0,[71.2004694  22.58813758]
1327,819,3.9681504219890145,10.0,[71.48343875 22.44440741]
1328,819,10.395587537075937,10.063448255668034,[71.204961   22.55220521]
1329,819,5.283821026395468,9.758052203921826,[71.09716315 22.42644106]
1330,820,7.817069512265441,9.923050094531622,[71.46098085 22.99687278]
1331,821,7.386808957787888,10.100533907868266,[71.82030695 22.57017331]
1332,821,5.595106890515249,11.311821170957964,[71.0163148  22.40847476]
1333,822,9.584908377511587,8.36751519812146,[71.19597785 22.43093401]
1334,822,7.838542636987696,10.0,[71.37114935 23.0103462 ]
1335,823,6.379051793869923,9.739947993044513,[78.2297865  21.00710302]
1336,823,3.771927128000715,9.0,[78.31961805 20.71964217]
1337,823,3.7284551546921025,8.565350650980392,[78.6070789  20.73760942]
1338,823,5.535100557603057,8.0,[78.8361493  20.54896193]
1339,823,1.4106714105678986,8.991154218172516,[78.48580635 20.66574293]
1340,823,2.924624221038474,6.435867968217902,[79.50539425 17.16680535]
1341,823,1.4886820255995112,8.617280040158123,[78.9169977  17.25214971]
1342,823,4.19514842612,6.2265864098099595,[79.4200543 17.1668057]
1343,824,4.274383306557828,10.611393924183112,[79.26734065 17.07248086]
1344,824,2.4304279501115515,10.0,[79.83777085 17.04553262]
1345,824,1.6372017474910412,10.0,[78.74182625 17.46774225]
1346,824,3.0885538530339067,12.0,[80.0264171  16.96917636]
1347,824,1.6227752671892162,12.0,[79.3032733 16.6053579]
1348,824,7.426045668415095,12.0,[79.9590434  17.00061721]
1349,824,5.74944672547706,11.626979505359786,[79.9141277  16.81197101]
1350,824,3.7571010686427067,10.04730514004599,[79.6940404  16.71764805]
1351,824,4.718350030478602,12.0,[79.64463305 16.69968073]
1352,824,1.805507248045731,9.966810327951356,[78.69691045 17.56655512]
1353,824,2.1862985362077985,10.10578429925717,[79.4694616  17.16231391]
1354,824,4.151289162705998,11.012506047153773,[78.79123355 17.27909466]
1355,824,5.405672732722848,11.002681725647825,[79.30776485 17.16231351]
1356,824,1.6407794756489016,9.213798053515799,[78.84513245 17.26112836]
1357,824,4.067362777747401,11.407889434351086,[78.97987975 17.24316206]
1358,824,1.2543147455815369,10.933019229726606,[78.91699775 16.690698  ]
1359,827,3.816305735554817,8.467805515389273,[78.97089665 16.72213916]
1360,827,4.357947479511407,9.949265592269404,[78.81369145 17.27011136]
1361,827,5.741294969618383,10.461850447564736,[79.31225645 16.7895127 ]
1362,827,4.45341546329213,10.298763627631171,[79.6581078  17.09044831]
1363,827,12.02498897201207,9.782782863345284,[79.86472035 16.90180206]
1364,828,5.259277231234652,11.0,[79.56378475 16.87485347]
1365,828,3.6511700984846356,9.996344281769995,[79.81980455 16.71764736]
1366,828,4.579218608592408,11.0,[78.75979255 17.41384181]
1367,828,6.003538303499095,10.87040232761895,[78.8451325  17.50368138]
1368,828,4.634316324209485,11.831662975023388,[79.168526   17.22071245]
1369,828,4.292237794869532,10.870189009225031,[79.6221752  17.14434872]
1370,828,2.9827207409311782,11.751199477964184,[80.03090865 16.82993829]
1371,828,3.7992394416085586,12.0,[80.04887495 16.78502126]
1372,828,3.42958719420853,11.0,[75.43153445 15.4240735 ]
1373,828,7.979755085904318,12.0,[75.06771675 15.40611807]
1374,828,4.826226294711876,12.0,[75.35068605 15.5588208 ]
1375,828,5.405692271131094,12.0,[74.92847785 15.52288921]
1376,828,3.3178318455991738,10.674914949311033,[74.73534005 15.42856501]
1377,828,4.450277583577996,11.0,[75.03627565 15.36568284]
1378,828,5.15331555530306,10.0,[77.8884267 11.3906378]
1379,828,4.386684528979446,11.0,[78.2522444  11.45801178]
1380,828,6.27668538205754,9.862330858922542,[77.84800255 11.38165441]
1381,828,1.0588889893502926,9.966588425218616,[77.74918785 11.36368968]
1382,828,4.903362187441831,10.0,[78.16241285 11.22894142]
1383,828,2.4896199209832997,10.0,[78.0052077  11.11665174]
1384,828,5.433657312425989,10.0,[78.08605605 11.51640216]
1385,828,2.1649709077085677,10.46610534051277,[77.6997805  11.44004541]
1386,828,2.5588172170766343,12.0,[78.18487075 11.46699469]
1387,828,3.752841719222349,12.0,[77.82105305 11.46250309]
1388,828,5.219460768143302,11.703181564537575,[77.78512045 11.40860419]
1389,828,4.277770380174552,12.0,[78.13546345 11.53885991]
1390,828,5.687460785489615,11.0,[77.94232565 11.36818018]
1391,828,4.642272722960534,10.295116770430935,[78.2297865  11.29182309]
1392,828,2.0502349281265158,10.64234563946967,[78.1579213  11.39962089]
1393,828,5.453052443792079,12.0,[77.80308675 11.41309562]
1394,828,4.11254788103194,11.076801360885844,[77.82105305 11.36818001]
1395,828,1.1181330763550177,11.0,[78.16690445 11.31877249]
1396,829,8.836392974878832,9.776464759583373,[74.64101695 34.46835746]
1397,829,3.6034325936485763,10.245850320243129,[76.62180215 31.09518356]
1398,829,7.551866359750768,10.929962415686276,[76.79697365 30.95594978]
1399,829,6.049877974309637,10.493537258100814,[76.63976845 31.11314986]
1400,829,8.096330444388963,10.45857364723982,[76.9541788  30.84814851]
1401,829,2.495777431161621,10.0,[76.96765355 30.90653759]
1402,833,4.661819232309321,11.300743458782334,[77.09341765 30.91552018]
1403,833,3.9016854606082845,11.954477644904436,[76.9182462  31.25688036]
1404,833,2.272725408734095,11.600639573413542,[76.8643473  30.87958791]
1405,833,7.731800654794624,9.95836695808596,[76.8823136  31.33323757]
1406,833,5.671273981188593,11.26001761045772,[76.69366735 31.05924621]
1407,833,4.618880479698451,10.65291439013471,[74.6140675  30.93348887]
1408,833,4.8175655385851535,11.0,[74.19185935 30.15644435]
1409,833,6.004975889241637,9.74804029484274,[74.025671   30.40348284]
1410,833,4.686245032018505,11.522660715889053,[74.11101095 30.57865228]
1411,833,2.8729703023458693,11.0,[74.2502498  30.34509072]
1412,833,3.8783906168799342,9.969536752941265,[74.01219625 30.51577023]
1413,833,4.978258752938536,11.720736073018884,[74.29965715 30.81221428]
1414,833,2.679980576082215,11.50450636466304,[74.4209297  30.87509677]
1415,833,3.376723943864207,11.778063402711489,[74.24575825 30.61009434]
1416,833,10.830185523962857,11.0,[74.91949465 30.86611318]
1417,833,3.4078766180268527,11.659617444928807,[74.81169685 31.05475938]
1418,833,2.6597122548004775,11.0,[74.1559267  30.57865253]
1419,833,2.2146950821761515,10.227283838516197,[74.88356205 30.78077344]
1420,901,5.89366523688991,6.482773922319134,[74.9823768  31.10416731]
1421,902,5.337889182437087,7.209255561478697,[74.54669385 31.0008594 ]
1422,902,5.664995748681858,5.203861670238664,[75.0317841  31.05026781]
1423,902,8.988152825070564,8.422337256571335,[74.98686835 30.97840386]
1424,902,3.714291419763605,7.782404477462142,[74.39398025 30.71789246]
1425,902,3.987074425395781,7.871454758644507,[79.42454585 29.64440476]
1426,902,5.418511268269677,7.744871309433455,[79.64912465 29.60398028]
1427,902,6.648548982464003,7.420485515562451,[76.01543935 29.70279509]
1428,902,5.441376444888753,6.778690400891538,[76.6577348  29.41533423]
1429,902,8.274390901690213,8.048484729840775,[76.49154645 29.35694349]
1430,902,3.090757199563121,5.6960878961365475,[76.56341165 29.44228369]
1431,903,5.7372779485346035,7.03011194043303,[76.32086655 29.31652148]
1432,903,5.308425608810071,8.704547589168866,[76.114254   29.59948874]
1433,903,6.342812693550004,9.032009064304743,[76.17713605 29.47821629]
1434,903,2.1895263448911777,9.997848847058826,[76.24450975 29.40185906]
1435,903,3.7710620807909647,7.627409449312947,[77.228165   28.50805174]
1436,903,1.7062436043282976,9.0,[77.0170609 26.5003005]
1437,903,0.5774350501088114,10.0,[76.81044835 26.98539098]
1438,903,2.121440439528241,8.456206101689471,[76.8508726  26.97640818]
1439,903,5.653584463518216,9.951764511986308,[76.9047715 26.909034 ]
1440,903,3.363042122315176,8.151169041862023,[76.85536415 26.87310185]
1441,903,2.1289647195170898,8.254170229544265,[76.90926305 26.54521649]
1442,903,2.4785298718448785,9.563635199999887,[76.7430747 26.3071637]
1443,903,3.5225165976506028,7.317687858138103,[77.23265655 26.30716311]
1444,903,3.7370161139509843,9.0,[76.85536415 26.45987727]
1445,903,2.5771875949226364,5.993332664073277,[76.98112825 26.65301419]
1446,903,3.3060955461387014,10.0,[76.8239231  26.74733782]
1447,903,3.9225013871690524,9.278401751511026,[76.94070405 26.88208512]
1448,903,5.015239846176869,7.322238453302986,[77.00358615 26.6080988 ]
1449,905,5.991968457486496,6.036765498201223,[76.97663665 26.7518292 ]
1450,905,6.075422033013678,6.841000145460128,[76.85536415 26.94496648]
1451,906,6.564663842843653,9.901220129220823,[76.85985575 26.80123672]
1452,906,5.394482405939339,9.124166940439332,[76.78799045 26.8865765 ]
1453,906,4.3643960432198305,9.989220392156865,[76.90477145 26.8236944 ]
1454,906,6.397833986994764,9.323280578919832,[76.77002415 26.4284357 ]
1455,906,5.005679172430504,9.065364256084433,[76.81493995 26.93149266]
1456,906,12.038418449275062,10.255912737625618,[77.0125693  26.73835437]
1457,906,2.9388455648507885,9.037906255882541,[76.88680515 26.3475873 ]
1459,906,4.616898632019177,10.338829313545485,[76.89578835 26.95395032]
1460,907,30.08211883930253,8.5444362337048,[77.46172695 28.73276068]
1461,908,6.907327687628333,8.41233723610277,[77.7941036  28.73712083]
1463,908,3.6853898967776177,8.046869117831594,[78.09054765 28.78651539]
1464,908,2.7353965489156886,7.900630895725747,[77.98274985 28.76405782]
1465,908,3.230752920895958,8.85816465502922,[77.63689845 28.78202216]
1466,908,1.9636418365303134,8.845341407540364,[87.50040025 25.77267148]
1467,908,3.5039905177369315,10.0,[96.02990385 27.40310798]
