system:index,PKey,nl_intensity,geometry
2049,223.0,"{avg_rad=3.5678052183743403, cf_cvg=5.930054212331634}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.26122755001161,26.370044906546713]}"
3210,423.0,"{avg_rad=4.142658659898427, cf_cvg=6.653143559883545}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.21182020000131,26.123009959730997]}"
3216,423.0,"{avg_rad=9.068016833606874, cf_cvg=6.898811616852529}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.3286011999933,25.889447317480673]}"
3718,623.0,"{avg_rad=5.468322759469193, cf_cvg=7.151790682352928}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.1354634000034,25.45825601976604]}"
3038,3509.0,"{avg_rad=5.320626566752815, cf_cvg=6.7841239080234645}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.45885689999987,25.24265970116119]}"
3031,3509.0,"{avg_rad=4.254358544234058, cf_cvg=5.714305490361259}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.49928109999298,25.543595211619508]}"
3973,723.0,"{avg_rad=4.787542381360245, cf_cvg=7.649710332711101}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.53072214996277,25.350456682755944]}"
3034,3509.0,"{avg_rad=4.64281390368896, cf_cvg=7.18495580522238}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.7238599499982,25.37740714082962]}"
3970,723.0,"{avg_rad=4.529865601840392, cf_cvg=6.549847699309541}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.65648630000291,25.42681469011528]}"
3032,3509.0,"{avg_rad=5.2516690353701225, cf_cvg=7.024830586463688}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.74631780000736,25.51664624084033]}"
3037,3509.0,"{avg_rad=6.506880941409383, cf_cvg=7.959981364705882}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.13259339999811,25.251642801093933]}"
3978,723.0,"{avg_rad=5.263025974303714, cf_cvg=6.301068414861369}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.83165774999546,24.762061120545518]}"
84,1023.0,"{avg_rad=8.1549088075206, cf_cvg=6.739701323963105}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.32410959999376,24.04790098874981]}"
82,1023.0,"{avg_rad=5.1377667029294285, cf_cvg=6.330501963488199}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.19385389999351,24.18264825149055]}"
77,1023.0,"{avg_rad=11.17557552259476, cf_cvg=7.644517049195456}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.13097185000746,24.326377645794082]}"
3205,4223.0,"{avg_rad=4.659790780143191, cf_cvg=5.742330713244276}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.1354634000036,24.72163680547283]}"
3053,3609.0,"{avg_rad=8.714616620313093, cf_cvg=6.133292205754932}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.64750315000222,24.797994457459104]}"
3206,4223.0,"{avg_rad=5.337396151262737, cf_cvg=7.162525102054677}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.72672994999499,24.582398072702418]}"
3164,4123.0,"{avg_rad=10.53009519005154, cf_cvg=7.73984403418893}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.41231959998815,24.384768942621687]}"
2660,3008.0,"{avg_rad=6.428476614120037, cf_cvg=10.503457156953864}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.66671795000222,24.878841044023318]}"
2662,3008.0,"{avg_rad=8.047945330245287, cf_cvg=10.127996051216757}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.72959999999657,24.775535274509327]}"
2795,3108.0,"{avg_rad=7.817820571026583, cf_cvg=9.785327887449228}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.56341169999723,24.41171843068073]}"
2665,3008.0,"{avg_rad=10.990552555741365, cf_cvg=9.630794951915842}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.03502719999663,24.63180478016724]}"
2309,2523.0,"{avg_rad=7.117717580501672, cf_cvg=10.970279846063843}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.47358009999189,23.57628522163281]}"
2306,2523.0,"{avg_rad=5.951779678859197, cf_cvg=8.33642981388822}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.90477149999526,23.92662817557736]}"
2415,2623.0,"{avg_rad=5.7236613474676945, cf_cvg=7.655337572157616}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.6863057499941,24.106290439890497]}"
2416,2623.0,"{avg_rad=5.177311392978977, cf_cvg=7.335169915102705}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.92435929999434,23.850270559687594]}"
2623,2923.0,"{avg_rad=4.837771576501443, cf_cvg=8.172161131939308}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.78512044999616,23.338231314390686]}"
2477,2723.0,"{avg_rad=7.188563275046111, cf_cvg=7.93265277984148}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.43028590004276,23.63018315247763]}"
1583,1923.0,"{avg_rad=3.8401367898722194, cf_cvg=9.631073425296025}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.71163370000052,23.39662193449048]}"
2555,2823.0,"{avg_rad=4.943097127877988, cf_cvg=9.963924454902193}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.71612529999416,23.023820915908964]}"
2811,3123.0,"{avg_rad=7.894808754272646, cf_cvg=9.98492143812845}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.08892610000328,22.3500840851598]}"
2558,2823.0,"{avg_rad=2.8373029507959755, cf_cvg=8.182682463097821}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.71774680000601,22.772293823735367]}"
2559,2823.0,"{avg_rad=6.116452504195902, cf_cvg=8.47019370311493}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.65935635000018,22.76780266830842]}"
2875,3223.0,"{avg_rad=6.132222692609729, cf_cvg=6.73768197663077}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.75817100000278,22.610596189696846]}"
2872,3223.0,"{avg_rad=5.709817890751859, cf_cvg=6.1524624198882725}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.34656749999905,22.76330907733259]}"
2631,2923.0,"{avg_rad=3.811042236528038, cf_cvg=8.5295167029482}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.22978649999902,23.005854172660133]}"
3041,3523.0,"{avg_rad=4.572716316928019, cf_cvg=8.030447084413954}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.19547545000003,22.947465778276243]}"
3043,3523.0,"{avg_rad=1.5959241751541664, cf_cvg=7.991183301263245}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.86309879999918,22.86661611309607]}"
3042,3523.0,"{avg_rad=4.8291354528444534, cf_cvg=8.23441162255124}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.78225040000432,22.925006266347793]}"
3083,3923.0,"{avg_rad=10.93879126634154, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.9096360999977,22.745343318155037]}"
3065,3723.0,"{avg_rad=5.261662787857681, cf_cvg=10.458828219181786}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.36777689999168,22.606103440496252]}"
3012,3423.0,"{avg_rad=3.690406828264135, cf_cvg=9.091708509543654}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.99946760000799,23.293316090099058]}"
3013,3423.0,"{avg_rad=4.955055032859608, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.67607409999837,23.14509443920425]}"
4126,823.0,"{avg_rad=3.771927128000715, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.4380205999964,25.06748858695784]}"
3069,3809.0,"{avg_rad=9.130729585447456, cf_cvg=7.358876970619277}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.86921194999907,25.296559960987988]}"
4318,923.0,"{avg_rad=5.443902744935095, cf_cvg=7.557228756529437}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.18362230000993,24.721636805473693]}"
3082,3909.0,"{avg_rad=4.242233653035492, cf_cvg=7.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.56540625000211,25.296558790238777]}"
506,1223.0,"{avg_rad=9.21972619855342, cf_cvg=8.42436209246904}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.7136282999961,24.577907000748926]}"
2971,3323.0,"{avg_rad=3.3187012666312716, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.5204905000129,24.01196792982435]}"
514,1223.0,"{avg_rad=19.523681604599656, cf_cvg=8.197043734705401}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.68667880001206,24.17366509163297]}"
513,1223.0,"{avg_rad=8.292849775215302, cf_cvg=7.983597362798926}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.79896824999723,24.21408861766264]}"
3350,4523.0,"{avg_rad=16.711991748763406, cf_cvg=8.795315952941285}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.33346580001184,24.32637869509698]}"
507,1223.0,"{avg_rad=9.053141223173567, cf_cvg=7.687479886273255}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.00108919999897,24.568923206633816]}"
504,1223.0,"{avg_rad=4.981873413605122, cf_cvg=7.770350021745974}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.88879974999337,24.618330466032226]}"
502,1223.0,"{avg_rad=5.299020898821146, cf_cvg=7.4343026478442535}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.86185030000688,25.175286165240983]}"
3318,4409.0,"{avg_rad=3.75551216803433, cf_cvg=8.003356890912636}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.83203080000398,25.310033262821484]}"
3319,4409.0,"{avg_rad=3.263604476323295, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.78711504999985,25.292068050998886]}"
3327,4409.0,"{avg_rad=10.591217869393052, cf_cvg=7.7696721422565}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.94432025000027,25.148337460565724]}"
3316,4409.0,"{avg_rad=3.8425128519188902, cf_cvg=7.006650380657704}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.17788220001091,25.37291578965657]}"
3320,4409.0,"{avg_rad=5.5302775052601945, cf_cvg=8.030521002989076}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.08355909998797,25.256134313099423]}"
3349,4523.0,"{avg_rad=5.597401216666145, cf_cvg=7.831173186928134}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.87245499999833,24.407227832774712]}"
3361,4623.0,"{avg_rad=19.023682723402587, cf_cvg=7.984042767327167}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.90389600000377,24.155698801173592]}"
477,122.0,"{avg_rad=5.906470495714307, cf_cvg=8.025123933077063}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.19584849999922,23.20348295879372]}"
476,122.0,"{avg_rad=7.7881944766529205, cf_cvg=9.02467986242965}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.15093274999072,23.207974346957677]}"
3330,4423.0,"{avg_rad=8.998031005323456, cf_cvg=9.096693160158923}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.11949169999768,23.261874420804123]}"
3332,4423.0,"{avg_rad=3.5584774326925577, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.97576124999438,23.198991516134537]}"
3331,4423.0,"{avg_rad=9.740518838189741, cf_cvg=8.710214591160057}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.58948570000837,23.19899151614443]}"
911,1423.0,"{avg_rad=12.652977549047174, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.83040930000256,23.53136942112133]}"
914,1423.0,"{avg_rad=4.91132073772352, cf_cvg=9.472508589858002}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.0370217999944,23.35170555825823]}"
3339,4423.0,"{avg_rad=14.387714365994231, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.78711505000075,23.059754086776415]}"
3944,722.0,"{avg_rad=4.059726299313188, cf_cvg=8.600880430008552}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.89940445001378,22.75881755807532]}"
3508,522.0,"{avg_rad=5.810222621918738, cf_cvg=7.961655466512804}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.54169989999731,22.51178078211574]}"
3509,522.0,"{avg_rad=5.609572466929763, cf_cvg=7.992886472015417}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.61805665000198,22.489324952638142]}"
2014,222.0,"{avg_rad=11.236726355521204, cf_cvg=7.15700608646546}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.80670290000074,22.844158460010508]}"
475,122.0,"{avg_rad=7.265261792784435, cf_cvg=8.337191252353225}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.55966620000787,23.26636566752861]}"
2007,222.0,"{avg_rad=4.915629304364706, cf_cvg=8.588341253241788}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.87407655000281,23.22144986842612]}"
2005,222.0,"{avg_rad=3.351363620800275, cf_cvg=8.832237704538988}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.99984070000363,23.374164491222665]}"
2009,222.0,"{avg_rad=8.608265914098855, cf_cvg=8.97412164594334}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.963908049999,23.194501388714965]}"
2870,322.0,"{avg_rad=5.756206114691089, cf_cvg=8.611482587688847}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.45348989999164,22.556697552872016]}"
249,1120.0,"{avg_rad=5.4278601795249735, cf_cvg=6.868680658823606}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.68418180000334,23.44602814576886]}"
897,1420.0,"{avg_rad=5.08398664985046, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.50002719998554,23.746965082380964]}"
341,120.0,"{avg_rad=4.5513812388890775, cf_cvg=9.68827896470595}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.7948497000056,24.164681991423127]}"
728,1320.0,"{avg_rad=9.653743631489908, cf_cvg=8.26679616510907}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.88018965001284,24.223071767628554]}"
2969,3310.0,"{avg_rad=5.305119417109098, cf_cvg=7.231486798514407}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.0868022000031,24.712654307289423]}"
2967,3310.0,"{avg_rad=3.7897599696907, cf_cvg=7.5764442595180475}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.14968424999975,24.775536307934985]}"
3005,3410.0,"{avg_rad=4.8723176205615815, cf_cvg=6.067317937350533}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.79197969999943,24.57341518229175]}"
2965,3310.0,"{avg_rad=3.1216094933450873, cf_cvg=8.38799069488676}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.22154945000209,24.88333313378778]}"
2866,3210.0,"{avg_rad=5.189107486387626, cf_cvg=7.829739892759804}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.00595379999793,24.955199409697872]}"
2809,3110.0,"{avg_rad=2.6427039331012594, cf_cvg=7.724207791599228}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.79035814999905,25.049521814098927]}"
2807,3110.0,"{avg_rad=6.178363590305381, cf_cvg=7.051213281222024}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.70052659999905,25.125878838944544]}"
2808,3110.0,"{avg_rad=4.086685674946767, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.60171190000699,25.049521814080517]}"
2805,3110.0,"{avg_rad=4.643019646285411, cf_cvg=6.159812173474451}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.55679614999484,25.193252263388626]}"
3808,6509.0,"{avg_rad=5.870530462062371, cf_cvg=6.996906168548284}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.2603520999918,25.26511855029032]}"
3818,6809.0,"{avg_rad=4.1268445151566535, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.04026489999573,25.238168931129653]}"
3822,6909.0,"{avg_rad=11.839371884564773, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.09416380000005,24.645280382996685]}"
3362,4623.0,"{avg_rad=2.9365025651522405, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.40695260000759,24.155698801177902]}"
3820,6809.0,"{avg_rad=6.472813114265349, cf_cvg=7.294321605561921}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.88755130000418,25.098929912129282]}"
3816,6709.0,"{avg_rad=4.736120957154783, cf_cvg=7.401150888190968}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.42491890000066,25.292068051007863]}"
3815,6709.0,"{avg_rad=5.635144793428736, cf_cvg=6.37822705596935}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.46534310001083,25.336983189315934]}"
3817,6709.0,"{avg_rad=3.1833292596419356, cf_cvg=6.718088753647994}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.55068304999115,25.269609340038617]}"
3328,4409.0,"{avg_rad=4.343274962564589, cf_cvg=7.309337488496584}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.26322214999784,25.10791192880756]}"
3778,6309.0,"{avg_rad=5.910787127326946, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.67644715000945,26.055634908764087]}"
3567,5409.0,"{avg_rad=3.886821278336807, cf_cvg=5.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.46534310000416,26.801237574340508]}"
3367,4709.0,"{avg_rad=4.629311309467183, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.59110724999775,26.590133996851694]}"
3574,5709.0,"{avg_rad=3.5033728583431705, cf_cvg=4.008215313060663}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.50289724999654,26.693438754779113]}"
3575,5709.0,"{avg_rad=3.5672442185731335, cf_cvg=4.202587634903372}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.55230455000384,26.684455251660324]}"
3663,6109.0,"{avg_rad=5.362849061490373, cf_cvg=5.0861178596525525}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.534338250028,26.12749888921355]}"
3588,6009.0,"{avg_rad=1.7405711869615237, cf_cvg=7.182695588169584}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.37264155001293,26.055634561401284]}"
3664,6109.0,"{avg_rad=3.102377457889265, cf_cvg=7.628049524862124}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.36814994999658,26.037669719854343]}"
3585,6009.0,"{avg_rad=3.051564057334866, cf_cvg=7.0824778716639925}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.3232341500023,26.158941446389868]}"
3587,6009.0,"{avg_rad=7.677310330395405, cf_cvg=7.19798999199981}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.29179310000312,26.08707604302984]}"
3804,6409.0,"{avg_rad=5.511229452164887, cf_cvg=4.445773278674809}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.74993390000077,25.633427241804068]}"
3681,6209.0,"{avg_rad=6.379197049015174, cf_cvg=7.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.84874859999687,25.862497928116]}"
3667,6109.0,"{avg_rad=3.485950860373507, cf_cvg=5.00319042938113}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.6106950500009,25.988260908662635]}"
2680,3010.0,"{avg_rad=5.588596045045223, cf_cvg=5.7483876116855726}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.97900435000162,25.57503691511377]}"
2609,2910.0,"{avg_rad=6.280079454813167, cf_cvg=6.129233142554864}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.73358915000277,25.59749416133096]}"
2537,2810.0,"{avg_rad=3.880603296582652, cf_cvg=6.665488595544238}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.8773195999947,25.65139351196529]}"
1182,1610.0,"{avg_rad=5.794264366623741, cf_cvg=6.662674251772424}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.35180519999405,26.226315296298807]}"
1037,1510.0,"{avg_rad=6.163002570379871, cf_cvg=6.27158355823493}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.44163670000106,26.46886044794671]}"
1829,210.0,"{avg_rad=4.9400588927804465, cf_cvg=5.599777489612006}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.9087606500008,26.653014870229647]}"
1828,210.0,"{avg_rad=3.6650284222826883, cf_cvg=3.3006174882659973}","{""geodesic"":true,""type"":""Point"",""coordinates"":[84.84587860000559,26.989882344737612]}"
3582,5909.0,"{avg_rad=5.533978338361155, cf_cvg=4.078475997850714}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.71849289999986,26.567674655610283]}"
3580,5809.0,"{avg_rad=4.887527006611807, cf_cvg=4.222773722627638}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.90264749999656,26.747338199733367]}"
3572,5609.0,"{avg_rad=5.296043722971573, cf_cvg=5.5806673071755615}","{""geodesic"":true,""type"":""Point"",""coordinates"":[83.26933524999542,27.102172552338367]}"
3554,5309.0,"{avg_rad=4.64723259191031, cf_cvg=4.53050243925395}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.64500614997355,27.200986121164085]}"
3385,4909.0,"{avg_rad=6.219309768684975, cf_cvg=3.522327755735256}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.49965414999139,27.861248646266958]}"
2119,2309.0,"{avg_rad=5.498678231713524, cf_cvg=7.260957189209159}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.9965975999978,27.497431254572298]}"
3345,4509.0,"{avg_rad=5.641409829530702, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.02803864999947,27.016831896362195]}"
3353,4609.0,"{avg_rad=4.991253674013972, cf_cvg=4.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.03864334999147,26.760812750281175]}"
3354,4609.0,"{avg_rad=6.876671190603745, cf_cvg=5.566911999817998}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.74669085000694,26.756320500493803]}"
2458,2709.0,"{avg_rad=6.113492821404413, cf_cvg=6.8699381339803525}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.54456990000088,26.49131739663361]}"
3377,4809.0,"{avg_rad=6.252586176275499, cf_cvg=6.763655953919931}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.56253620000265,26.49131852120358]}"
3381,4809.0,"{avg_rad=4.0976324409873115, cf_cvg=6.070140550489417}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.6972835000019,26.203856503539676]}"
3177,4209.0,"{avg_rad=6.712384224133347, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[82.1913569000032,25.925379494805846]}"
3180,4209.0,"{avg_rad=5.949836377494895, cf_cvg=7.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.50414569998917,25.72325874252643]}"
3282,4309.0,"{avg_rad=7.542326846660607, cf_cvg=5.620122070180036}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.37388999999357,25.534612061657565]}"
2400,2609.0,"{avg_rad=5.292575596959304, cf_cvg=7.956002589810163}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.05498810000407,26.738355049651513]}"
2398,2609.0,"{avg_rad=4.095755074271798, cf_cvg=8.02049631372549}","{""geodesic"":true,""type"":""Point"",""coordinates"":[81.10888699999049,26.769796345919485]}"
2404,2609.0,"{avg_rad=3.918853223367403, cf_cvg=9.043295794471634}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.87083345000396,26.66648930497637]}"
2403,2609.0,"{avg_rad=3.6413760998923266, cf_cvg=9.639810830443501}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.79896825000245,26.666489304984168]}"
2960,3309.0,"{avg_rad=3.6970234682996983, cf_cvg=8.650375972559189}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.26447065000959,26.60360690291252]}"
2296,2509.0,"{avg_rad=10.40961879548241, cf_cvg=8.552530159792383}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.41269264998763,26.43741849793922]}"
3150,4109.0,"{avg_rad=2.7933617481678934, cf_cvg=8.967440986128413}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.56540625000196,26.14995760483653]}"
3152,4109.0,"{avg_rad=3.931002792346284, cf_cvg=8.947172583815277}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.5923556999953,26.1230082054715]}"
3153,4109.0,"{avg_rad=4.775276929573201, cf_cvg=8.957406501699447}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.56989784999907,26.037668261690385]}"
3062,3709.0,"{avg_rad=5.427045175764023, cf_cvg=5.965438359953103}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.10277390000344,25.68283482440869]}"
3061,3709.0,"{avg_rad=6.3001260092784195, cf_cvg=8.73685591174133}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.15667279999626,25.822072534602157]}"
3060,3709.0,"{avg_rad=5.2173965166288605, cf_cvg=9.553643362108861}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.14319805000633,25.961312145044687]}"
3067,3809.0,"{avg_rad=4.879994497977047, cf_cvg=6.722615432881265}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.99946760000519,25.404355948906996]}"
3066,3809.0,"{avg_rad=13.3092349645746, cf_cvg=7.618140319273898}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.74344774998931,25.40884757116821]}"
3063,3709.0,"{avg_rad=9.372063648325726, cf_cvg=7.884433180926266}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.55929315000289,25.597494161325898]}"
2859,3209.0,"{avg_rad=4.814688665738427, cf_cvg=8.284135498339221}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.82878775001078,26.226314807747467]}"
2854,3209.0,"{avg_rad=5.176044240461359, cf_cvg=8.039091106835105}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.77488879999943,26.679964349775698]}"
2855,3209.0,"{avg_rad=10.020895545508754, cf_cvg=9.430798458982741}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.72997305000722,26.567674092208655]}"
2804,3109.0,"{avg_rad=12.873373661233591, cf_cvg=8.975432031372613}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.50090265000306,26.464369140073977]}"
2801,3109.0,"{avg_rad=5.675349579929271, cf_cvg=7.191655095298693}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.50539425000599,26.810219754012543]}"
2603,2909.0,"{avg_rad=5.8928051509686, cf_cvg=7.617989405949343}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.72997305000393,27.124630101837624]}"
2600,2909.0,"{avg_rad=7.586255741145383, cf_cvg=6.411354255111987}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.50090265000114,27.1515800520645]}"
2607,2909.0,"{avg_rad=3.395423146451076, cf_cvg=5.762154061097248}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.79734664999964,26.971917468662635]}"
2396,2609.0,"{avg_rad=2.525923377617338, cf_cvg=7.706912324064051}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.70015355000069,26.92700075321515]}"
2219,2409.0,"{avg_rad=5.129193532314849, cf_cvg=7.211397473437596}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.507015799995,27.070731701628734]}"
2118,2309.0,"{avg_rad=9.260970830836975, cf_cvg=6.714563827417973}","{""geodesic"":true,""type"":""Point"",""coordinates"":[80.74956089999708,27.5288725039706]}"
