system:index,PKey,nl_intensity,geometry
1605,1927.0,"{avg_rad=5.827162509023677, cf_cvg=9.703301263281185}","{""geodesic"":true,""type"":""Point"",""coordinates"":[75.64713004999012,20.306416838304877]}"
1723,2027.0,"{avg_rad=7.58872633712369, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.48830339999935,20.27048492534217]}"
1724,2027.0,"{avg_rad=4.8154140804748, cf_cvg=12.99784991215582}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.4344044000046,20.26150177520192]}"
1731,2027.0,"{avg_rad=5.896594247884678, cf_cvg=10.873292039108337}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.47932019999406,20.041414221839677]}"
2423,2627.0,"{avg_rad=3.8560935167524106, cf_cvg=11.110327155888793}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.47482864999603,19.893192074732816]}"
2424,2627.0,"{avg_rad=6.226208304032051, cf_cvg=11.077953464794557}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.4748285999972,19.77191928223529]}"
1608,1927.0,"{avg_rad=9.43446535374543, cf_cvg=10.147631150977002}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.72186530000211,19.92912506966744]}"
2441,2627.0,"{avg_rad=2.8524945321701556, cf_cvg=10.18790087175729}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.51974439999968,18.967928239852235]}"
1740,2027.0,"{avg_rad=8.606417438874724, cf_cvg=12.74142603166596}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.55405545000173,19.69556456902776]}"
1737,2027.0,"{avg_rad=2.9578786268099106, cf_cvg=12.958515907374474}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.66634485,19.839292497180107]}"
1735,2027.0,"{avg_rad=4.544672799220179, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.97626365000083,19.870734548906576]}"
1727,2027.0,"{avg_rad=4.526498047271021, cf_cvg=12.945527253467871}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.98075525000016,20.16717711092554]}"
598,127.0,"{avg_rad=6.815736744870101, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.24126664999844,21.375412545374754]}"
2068,227.0,"{avg_rad=3.3166512010590155, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.88356209999874,21.343970453821452]}"
597,127.0,"{avg_rad=4.950873158674202, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.46584544999622,21.550583499689246]}"
596,127.0,"{avg_rad=3.975524187953416, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.01668784999791,21.559567206024553]}"
2419,2624.0,"{avg_rad=8.901854418383271, cf_cvg=13.049353828937322}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.5585470500114,21.213715938947466]}"
2314,2524.0,"{avg_rad=3.1237032766599158, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.94769265002061,21.46524382424058]}"
2312,2524.0,"{avg_rad=4.482115027050848, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.99260839999894,21.537109444737673]}"
2317,2524.0,"{avg_rad=2.7510952265734008, cf_cvg=11.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.99260839999441,21.379905060293076]}"
2318,2524.0,"{avg_rad=7.183725302608532, cf_cvg=11.920724184024902}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.06896525001017,21.361937004391656]}"
2321,2524.0,"{avg_rad=3.062153527620042, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.87582744999814,21.317022003385976]}"
2320,2524.0,"{avg_rad=3.888204893545951, cf_cvg=12.939996476197951}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.74557175001642,21.330496276118282]}"
2326,2524.0,"{avg_rad=5.123763044228099, cf_cvg=12.044557530266998}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.10040624999911,21.132867395946977]}"
2322,2524.0,"{avg_rad=14.410989045809895, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.35193450000912,21.240665975636333]}"
2154,2324.0,"{avg_rad=2.9209708887608574, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.095914699997,20.800490220475172]}"
2245,2424.0,"{avg_rad=4.913128414204356, cf_cvg=12.984754577664527}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.91176005000726,20.27497719324545]}"
2241,2424.0,"{avg_rad=5.22971326367539, cf_cvg=12.412112816034231}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.83989479999626,20.37828267361835]}"
2242,2424.0,"{avg_rad=6.630303959416409, cf_cvg=12.992215717158516}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.85336949999218,20.301925621911597]}"
2156,2324.0,"{avg_rad=3.5894545570156295, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.05998204997653,20.77803202105205]}"
2155,2324.0,"{avg_rad=3.94642709892265, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.97015049999762,20.76905010589764]}"
925,1424.0,"{avg_rad=7.2999800300796425, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.22454879999593,21.582024502811795]}"
926,1424.0,"{avg_rad=3.646529942305534, cf_cvg=10.703513826176168}","{""geodesic"":true,""type"":""Point"",""coordinates"":[71.81581540000998,21.52812592417961]}"
929,1424.0,"{avg_rad=5.126420605715507, cf_cvg=11.857882946363517}","{""geodesic"":true,""type"":""Point"",""coordinates"":[71.75742489999915,21.096934988424906]}"
755,1324.0,"{avg_rad=1.9544726665986418, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[71.37114935000119,20.87684918126798]}"
749,1324.0,"{avg_rad=2.97275663005179, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[71.30826725000036,21.339480092078034]}"
525,1224.0,"{avg_rad=3.1930990045006475, cf_cvg=11.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[70.46385084999726,20.85888229326512]}"
1914,2127.0,"{avg_rad=11.970779357864304, cf_cvg=12.774628461473952}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.66472329999708,19.839293568146573]}"
1912,2127.0,"{avg_rad=3.6413535295346224, cf_cvg=12.86897303453781}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.73658855000605,19.99649898434414]}"
2246,2424.0,"{avg_rad=4.55567205849804, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.7725211499948,20.167179461393733]}"
1921,2127.0,"{avg_rad=3.085639981009977, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.31151029999734,19.453018343081496]}"
1928,2127.0,"{avg_rad=4.770402904463262, cf_cvg=11.894069689617442}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.38786714999135,19.268862687106214]}"
1924,2127.0,"{avg_rad=2.9553152259557147, cf_cvg=11.98640358112932}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.26210300000257,19.417085857624766]}"
1926,2127.0,"{avg_rad=5.2894059734377015, cf_cvg=11.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.99260839999968,19.304795779941948]}"
2259,2427.0,"{avg_rad=6.4980947358485945, cf_cvg=11.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.10489779999509,18.572668364544686]}"
2261,2427.0,"{avg_rad=6.432802800349122, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.14981359999905,18.433430338532435]}"
2256,2427.0,"{avg_rad=5.200983817084373, cf_cvg=11.484708169504932}","{""geodesic"":true,""type"":""Point"",""coordinates"":[72.8758274499953,18.65351697356811]}"
2881,3227.0,"{avg_rad=7.464433733633497, cf_cvg=11.700662595164452}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.2126956499981,17.29706227026759]}"
521,1224.0,"{avg_rad=1.7228624436895092, cf_cvg=10.475511840047515}","{""geodesic"":true,""type"":""Point"",""coordinates"":[70.30215415000268,20.962186980565995]}"
520,1224.0,"{avg_rad=3.2423126195591143, cf_cvg=11.591824678779387}","{""geodesic"":true,""type"":""Point"",""coordinates"":[70.1090163499878,21.12388402455976]}"
519,1224.0,"{avg_rad=3.9946170670027006, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[70.24825520000336,21.299056120280046]}"
4285,912.0,"{avg_rad=22.423692132614065, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[96.02990385002197,27.403107976901754]}"
456,1218.0,"{avg_rad=5.536854699168244, cf_cvg=7.903394055358526}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.89802665001068,27.151579675740596]}"
241,1112.0,"{avg_rad=0.7786805796679954, cf_cvg=5.308316225373281}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.81106514999584,27.54683842754839]}"
3923,718.0,"{avg_rad=3.671295263641695, cf_cvg=8.016852827142818}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.21368545005518,26.742845884179406]}"
3922,718.0,"{avg_rad=3.551492955145124, cf_cvg=9.507782821874073}","{""geodesic"":true,""type"":""Point"",""coordinates"":[92.58486474999243,26.814711650613635]}"
3671,618.0,"{avg_rad=5.253438560782415, cf_cvg=10.584566229528772}","{""geodesic"":true,""type"":""Point"",""coordinates"":[92.67918785002534,26.352079072018533]}"
3672,618.0,"{avg_rad=2.993215002202401, cf_cvg=10.67658131490677}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.17326124998706,25.76368239912081]}"
1040,1518.0,"{avg_rad=2.634955129375747, cf_cvg=11.730309502184955}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.68080940001629,25.90292075619443]}"
1041,1518.0,"{avg_rad=4.159846208258419, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.43377269999765,25.85351389887667]}"
880,1418.0,"{avg_rad=3.526953909113208, cf_cvg=8.93993159276721}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.96377875001487,26.51826719708702]}"
713,1318.0,"{avg_rad=4.583816427621891, cf_cvg=10.28330573384937}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.20632385000373,26.76081239637864]}"
714,1318.0,"{avg_rad=2.18705229534574, cf_cvg=10.849216639735562}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.1658996500369,26.45538498661928]}"
461,1218.0,"{avg_rad=12.418888908517365, cf_cvg=8.017322424381476}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.53870049999934,26.958441695766403]}"
458,1218.0,"{avg_rad=3.1423548508239625, cf_cvg=7.358007404153857}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.6285320499863,26.994374295676405]}"
459,1218.0,"{avg_rad=24.6874897776769, cf_cvg=8.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.58361625000623,26.9719166249479]}"
3918,713.0,"{avg_rad=3.166166815153953, cf_cvg=9.06776833783021}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.80819505000444,26.239789497846445]}"
2826,313.0,"{avg_rad=1.8265444359287057, cf_cvg=10.48597815131451}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.52073415000763,26.019702420329576]}"
4286,914.0,"{avg_rad=3.8763271374620207, cf_cvg=13.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[94.29615535000404,24.25451270221794]}"
1312,1718.0,"{avg_rad=4.124637361848973, cf_cvg=11.37704225984874}","{""geodesic"":true,""type"":""Point"",""coordinates"":[92.72410364999811,24.838417701110473]}"
1313,1718.0,"{avg_rad=5.033764062687546, cf_cvg=12.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[92.77351094998926,24.838417499784242]}"
1185,1618.0,"{avg_rad=4.5854341594893855, cf_cvg=11.832280052023346}","{""geodesic"":true,""type"":""Point"",""coordinates"":[93.01156455000648,25.17079430042925]}"
1183,1618.0,"{avg_rad=3.8797720108842824, cf_cvg=11.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[92.73308675000284,25.516645867729643]}"
3670,617.0,"{avg_rad=7.0790911954404505, cf_cvg=10.90027013033175}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.82578834998034,25.539103599610893]}"
1954,216.0,"{avg_rad=6.29204115764598, cf_cvg=12.93965365792433}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.4574790500097,23.252891355011027]}"
331,116.0,"{avg_rad=8.469319872095873, cf_cvg=12.280390537742397}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.26434129996021,23.6975570087265]}"
329,116.0,"{avg_rad=31.354118305970413, cf_cvg=12.587707184747197}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.34069805000142,23.746964757968257]}"
326,116.0,"{avg_rad=5.467915978371891, cf_cvg=12.300740802710717}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.62366739999214,23.84128802833946]}"
322,116.0,"{avg_rad=4.9660772697668385, cf_cvg=12.594172533545548}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.37663069998948,23.976035002689787]}"
325,116.0,"{avg_rad=6.222061113801642, cf_cvg=12.022433535084646}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.42154644999992,23.845778993482433]}"
324,116.0,"{avg_rad=6.631715132518989, cf_cvg=11.798325742211254}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.35866434998627,23.881711642994613]}"
330,116.0,"{avg_rad=18.40888330962167, cf_cvg=12.102302421884618}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.17001815000705,23.702048957690305]}"
1955,217.0,"{avg_rad=2.8202201354733045, cf_cvg=10.409065160784316}","{""geodesic"":true,""type"":""Point"",""coordinates"":[90.60407955000932,25.530120399660213]}"
1956,217.0,"{avg_rad=4.275354718522172, cf_cvg=11.06413854117651}","{""geodesic"":true,""type"":""Point"",""coordinates"":[90.59509644999537,25.512154099668496]}"
334,117.0,"{avg_rad=1.2888986854483517, cf_cvg=13.266007843137254}","{""geodesic"":true,""type"":""Point"",""coordinates"":[90.17288825001322,25.53012039965706]}"
1703,2018.0,"{avg_rad=4.330796743766366, cf_cvg=13.101986008088542}","{""geodesic"":true,""type"":""Point"",""coordinates"":[90.55467219997732,26.50479199353271]}"
2003,2218.0,"{avg_rad=2.5853253359410613, cf_cvg=9.956381259916748}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.52485275000338,26.109533858442774]}"
2407,2618.0,"{avg_rad=2.6946632737191356, cf_cvg=8.927700821986573}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.78985575003293,26.208348621257002]}"
3478,517.0,"{avg_rad=3.4648397068330903, cf_cvg=10.587269962748305}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.93807774997515,25.68283379300186]}"
3477,517.0,"{avg_rad=3.9448746180193384, cf_cvg=10.753453752312303}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.88417884995283,25.750207159370465]}"
3475,517.0,"{avg_rad=3.51963433848995, cf_cvg=10.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.86172095001416,26.046651870479824]}"
2126,2318.0,"{avg_rad=3.2165498831928963, cf_cvg=9.625756768817416}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.87070415000379,26.096059098239806]}"
3474,517.0,"{avg_rad=2.8777153827258655, cf_cvg=10.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[91.86621255002595,26.096058889596065]}"
3396,501.0,"{avg_rad=4.624535543374124, cf_cvg=6.925843055897855}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.09304464999778,33.77665466142676]}"
4401,9999.0,"{avg_rad=3.051702654849917, cf_cvg=6.878187640015753}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.03016254998796,34.09106505912963]}"
4400,9999.0,"{avg_rad=2.465964980589054, cf_cvg=7.436683660254104}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.50913969999661,34.203354697642325]}"
4398,9999.0,"{avg_rad=2.671182867833267, cf_cvg=6.297610113909992}","{""geodesic"":true,""type"":""Point"",""coordinates"":[73.71575225000812,34.4054753568]}"
4073,801.0,"{avg_rad=5.796091339750004, cf_cvg=6.581071811764723}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.42542125002251,34.225812358115206]}"
36,101.0,"{avg_rad=0.7113414837004299, cf_cvg=6.9737728435415205}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.27270765000044,34.40996719792932]}"
4210,901.0,"{avg_rad=5.89366523688991, cf_cvg=6.482773922319134}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.64101694999893,34.468357456305014]}"
3,1001.0,"{avg_rad=3.2815714734828005, cf_cvg=4.039954862224872}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.88805364998196,34.09106481397501]}"
4072,801.0,"{avg_rad=0.8085022893429984, cf_cvg=4.505286317518425}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.64101694998996,34.239287297676704]}"
4075,801.0,"{avg_rad=5.626689248425986, cf_cvg=5.836315912061712}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.38050554997787,34.05962424741198]}"
3397,501.0,"{avg_rad=3.3480993615005046, cf_cvg=5.640289138482775}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.25474134997766,33.64190736236741]}"
343,1201.0,"{avg_rad=0.9989114603060457, cf_cvg=4.813385870247199}","{""geodesic"":true,""type"":""Point"",""coordinates"":[74.97788520005497,33.88445231619755]}"
342,1201.0,"{avg_rad=1.659742008428643, cf_cvg=5.82074302745098}","{""geodesic"":true,""type"":""Point"",""coordinates"":[75.00932624997695,33.938351460251]}"
3089,401.0,"{avg_rad=0.5619539411414503, cf_cvg=6.153033614071835}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.12323714997451,34.55818895563394]}"
2678,301.0,"{avg_rad=13.746594348532538, cf_cvg=8.29977966420316}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.18324925000016,34.21682915821414]}"
3093,402.0,"{avg_rad=3.3470537318145177, cf_cvg=7.328545866283558}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.30452175002179,31.777903836595367]}"
3092,402.0,"{avg_rad=5.2320762960018365, cf_cvg=6.073032063751038}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.10689239998052,31.96205763610348]}"
3400,502.0,"{avg_rad=3.363578261838843, cf_cvg=8.899170483779884}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.895788349989,31.544341441888132]}"
3399,502.0,"{avg_rad=3.381786336405862, cf_cvg=8.182219078732055}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.91375465000198,31.616206642089306]}"
1265,1703.0,"{avg_rad=5.041303481296581, cf_cvg=8.174206525296663}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.56341165000048,31.18501534091738]}"
1267,1703.0,"{avg_rad=5.790103259885645, cf_cvg=7.305977787538432}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.61731055002666,31.095183790658385]}"
3412,503.0,"{avg_rad=3.5582932573018105, cf_cvg=8.643596710549772}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.50052954998816,30.991877328812922]}"
1269,1703.0,"{avg_rad=0.5738626657893781, cf_cvg=7.808314141087605}","{""geodesic"":true,""type"":""Point"",""coordinates"":[76.47358015001615,30.969419640291363]}"
3095,402.0,"{avg_rad=7.73395394778556, cf_cvg=6.4847457882352915}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.58749105002059,31.405102376576593]}"
191,1102.0,"{avg_rad=9.391942328162001, cf_cvg=6.836121098039216}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.69528895000464,31.494933876050446]}"
3094,402.0,"{avg_rad=9.391942328162001, cf_cvg=6.836121098039216}","{""geodesic"":true,""type"":""Point"",""coordinates"":[77.69528895000464,31.494933876050446]}"
346,1202.0,"{avg_rad=1.2229360741420583, cf_cvg=7.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.17588759999663,31.50840923403374]}"
158,105.0,"{avg_rad=4.303964999655541, cf_cvg=6.686577173122956}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.20732865000627,30.81670603982433]}"
3113,405.0,"{avg_rad=7.689204929394339, cf_cvg=6.310722935069965}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.49029794999785,30.26424236579238]}"
3111,405.0,"{avg_rad=9.13424375632107, cf_cvg=5.9179053176471115}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.46784004999613,30.38102298199362]}"
3110,405.0,"{avg_rad=8.470098979565433, cf_cvg=5.407932068684248}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.43639904999134,30.381023366079777]}"
3112,405.0,"{avg_rad=2.9818736128790193, cf_cvg=5.590112275178531}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.38699164999082,30.349582138307383]}"
3421,505.0,"{avg_rad=7.929968835903048, cf_cvg=6.862685825437662}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.1264802499943,30.174410383070313]}"
3422,505.0,"{avg_rad=4.410706694770105, cf_cvg=6.277584885354688}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.2163117499832,30.066612583570528]}"
657,1305.0,"{avg_rad=6.028622775766077, cf_cvg=5.166729788235305}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.00071615000033,29.949831584114484]}"
663,1305.0,"{avg_rad=4.786833070571634, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.10851395000525,29.761185385035898]}"
2771,309.0,"{avg_rad=6.251765701941167, cf_cvg=7.363854397202732}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.48580635000128,29.74321908507209]}"
3609,605.0,"{avg_rad=6.251765701941167, cf_cvg=7.363854397202732}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.48580635000128,29.74321908507209]}"
3607,605.0,"{avg_rad=4.438712826229673, cf_cvg=7.850444724929107}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.67445254999583,29.84203378463296]}"
3603,605.0,"{avg_rad=4.803959470619764, cf_cvg=3.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.81369144998858,30.237292252928643]}"
1786,205.0,"{avg_rad=6.259153321282104, cf_cvg=4.482083444604853}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.15055965000428,30.286700038144605]}"
1785,205.0,"{avg_rad=4.4242636706309035, cf_cvg=4.112482412544605}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.31225644998344,30.407972381877304]}"
1787,205.0,"{avg_rad=6.353700676304614, cf_cvg=4.902970446131644}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.21344174999315,30.26424198260535]}"
200,1105.0,"{avg_rad=2.076198328168667, cf_cvg=5.957960533333333}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.96191344998091,29.33897718690372]}"
3456,509.0,"{avg_rad=11.45235649705751, cf_cvg=6.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.93945559998127,28.979650864625615]}"
373,1205.0,"{avg_rad=3.122778717579217, cf_cvg=7.34184082384028}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.17301754999842,29.096432462007694]}"
371,1205.0,"{avg_rad=2.1668171800793306, cf_cvg=5.784024847058825}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.08767764998244,29.21321308744892]}"
201,1105.0,"{avg_rad=2.624412479848083, cf_cvg=5.304696779837187}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.05174500000894,29.271603258254363]}"
369,1205.0,"{avg_rad=4.3763593408641634, cf_cvg=5.546354447058854}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.1325933499892,29.24914568731457]}"
3457,509.0,"{avg_rad=4.868718604339011, cf_cvg=7.2525449722472946}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.2628490999941,28.894311705539156]}"
3460,509.0,"{avg_rad=2.872974456405672, cf_cvg=7.862340232116834}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.07869445001226,28.71913968950428]}"
1538,1909.0,"{avg_rad=3.501185603668622, cf_cvg=4.949726188982293}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.20445859998475,28.552951531785148]}"
1542,1909.0,"{avg_rad=2.0423277775753057, cf_cvg=6.873225120567278}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.37513855000549,28.301423230795425]}"
3462,509.0,"{avg_rad=4.222524097827716, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[79.00233765000553,28.57091820158844]}"
3461,509.0,"{avg_rad=2.670133526261689, cf_cvg=9.0}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.96191344998451,28.588884131955954]}"
1427,1809.0,"{avg_rad=8.913286159417858, cf_cvg=6.248144693804242}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.93496405000556,28.310406430798643]}"
1424,1809.0,"{avg_rad=9.607618602848676, cf_cvg=7.503450335696817}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.79572515001486,28.440661669448108]}"
3142,409.0,"{avg_rad=3.231387483540724, cf_cvg=9.026546540275662}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.78225045000242,28.687698832307284]}"
3138,409.0,"{avg_rad=3.699356365727125, cf_cvg=6.947973785606567}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.87657350001133,28.82693726596019]}"
3139,409.0,"{avg_rad=3.1486857584279213, cf_cvg=6.686990362611888}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.9035230000011,28.81346335453989]}"
3136,409.0,"{avg_rad=3.865056787528159, cf_cvg=5.10303275191365}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.86309875002274,28.930243933239215]}"
3141,409.0,"{avg_rad=6.179519248227855, cf_cvg=7.071123576470559}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.53970524998905,28.710156489558624]}"
3143,409.0,"{avg_rad=4.381385880668211, cf_cvg=6.64805571939512}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.63851994999501,28.64727448979709]}"
1429,1809.0,"{avg_rad=4.614409524132529, cf_cvg=6.335982933333339}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.43190745000418,28.243032591405616]}"
238,1109.0,"{avg_rad=6.695115065670029, cf_cvg=6.351231724916858}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.37800854998824,28.198116791548124]}"
1425,1809.0,"{avg_rad=5.012480031724986, cf_cvg=8.630097661465674}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.37351695002855,28.35981337015241]}"
233,1109.0,"{avg_rad=4.380962699338265, cf_cvg=7.806588851150231}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.25673600001556,28.359813370174464]}"
237,1109.0,"{avg_rad=4.799430374826702, cf_cvg=8.641512360396446}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.2522443999933,28.211591730381862]}"
235,1109.0,"{avg_rad=7.235707124841319, cf_cvg=5.211763820041413}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.00969924998489,28.28794829120213]}"
231,1109.0,"{avg_rad=5.981899995526126, cf_cvg=6.609213457502667}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.10402234999641,28.409220941696134]}"
227,1109.0,"{avg_rad=3.1175375096767324, cf_cvg=4.917258044761124}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.05012344999483,28.63380030231738]}"
3657,609.0,"{avg_rad=2.865191385155325, cf_cvg=7.757116425315494}","{""geodesic"":true,""type"":""Point"",""coordinates"":[78.13546345001478,28.764055439369834]}"
